sysfiletype_id,sysfiletype_name,sysfiletype_extension,sysfiletype_category,sysfiletype_os,sysfiletype_binary_text,sysfiletype_user_editable,sysfiletype_criticality,sysfiletype_description,sysfiletype_typical_location
218,LaTeX Style,.sty,Document,Cross-platform,Text,Yes,Low,LaTeX style file. Contains custom formatting and macro definitions.,Various
219,LaTeX Class,.cls,Document,Cross-platform,Text,Yes,Low,LaTeX document class. Defines overall document structure and formatting.,Various
220,BibTeX,.bib,Document,Cross-platform,Text,Yes,Low,BibTeX bibliography. Contains bibliographic references in structured format.,Various
221,Portable Document Format,.pdf,Document,Cross-platform,Binary,No,Low,PDF document. Platform-independent format for documents with exact layout preservation.,Various
222,PostScript,.ps,Document,Cross-platform,Text,Yes,Low,PostScript file. Page description language for printing and graphics.,Various
223,Encapsulated PostScript,.eps,Graphics,Cross-platform,Text/Binary,Yes,Low,EPS graphics. PostScript format for embedding graphics in documents.,Various
224,Microsoft Word Document,.doc,Document,Windows,Binary,No,Low,Legacy Word document. Binary format used by Microsoft Word 97-2003.,Various
225,Word Open XML,.docx,Document,Cross-platform,Binary,No,Low,Modern Word document. ZIP-based XML format for Microsoft Word 2007+.,Various
226,Word Template,.dotx,Document,Cross-platform,Binary,No,Low,Word template. Document template for creating standardized documents.,Various
227,Word Macro-Enabled,.docm,Document,Windows,Binary,No,Medium,Macro-enabled Word document. DOCX with VBA macro support.,Various
228,OpenDocument Text,.odt,Document,Cross-platform,Binary,No,Low,OpenDocument text. Open standard document format used by LibreOffice/OpenOffice.,Various
229,OpenDocument Template,.ott,Document,Cross-platform,Binary,No,Low,OpenDocument template. Template for creating standardized ODF documents.,Various
230,Pages Document,.pages,Document,macOS,Binary,No,Low,Apple Pages document. Native document format for macOS Pages application.,Various
231,Microsoft Excel,.xls,Spreadsheet,Windows,Binary,No,Low,Legacy Excel spreadsheet. Binary format used by Microsoft Excel 97-2003.,Various
232,Excel Open XML,.xlsx,Spreadsheet,Cross-platform,Binary,No,Low,Modern Excel spreadsheet. ZIP-based XML format for Microsoft Excel 2007+.,Various
233,Excel Template,.xltx,Spreadsheet,Cross-platform,Binary,No,Low,Excel template. Spreadsheet template for standardized workbooks.,Various
234,Excel Macro-Enabled,.xlsm,Spreadsheet,Windows,Binary,No,Medium,Macro-enabled Excel. XLSX with VBA macro support.,Various
235,Excel Binary,.xlsb,Spreadsheet,Windows,Binary,No,Low,Excel binary workbook. Optimized binary format for large spreadsheets.,Various
236,Comma-Separated Values,.csv,Data,Cross-platform,Text,Yes,Low,CSV data file. Plain text tabular data with comma delimiters.,Various
237,Tab-Separated Values,.tsv,Data,Cross-platform,Text,Yes,Low,TSV data file. Plain text tabular data with tab delimiters.,Various
238,OpenDocument Spreadsheet,.ods,Spreadsheet,Cross-platform,Binary,No,Low,OpenDocument spreadsheet. Open standard format used by LibreOffice Calc.,Various
239,Numbers Spreadsheet,.numbers,Spreadsheet,macOS,Binary,No,Low,Apple Numbers spreadsheet. Native format for macOS Numbers application.,Various
240,PowerPoint Presentation,.ppt,Presentation,Windows,Binary,No,Low,Legacy PowerPoint. Binary format used by Microsoft PowerPoint 97-2003.,Various
241,PowerPoint Open XML,.pptx,Presentation,Cross-platform,Binary,No,Low,Modern PowerPoint. ZIP-based XML format for Microsoft PowerPoint 2007+.,Various
242,PowerPoint Template,.potx,Presentation,Cross-platform,Binary,No,Low,PowerPoint template. Presentation template for standardized slides.,Various
243,PowerPoint Macro-Enabled,.pptm,Presentation,Windows,Binary,No,Medium,Macro-enabled PowerPoint. PPTX with VBA macro support.,Various
244,PowerPoint Show,.ppsx,Presentation,Cross-platform,Binary,No,Low,PowerPoint slideshow. Opens directly in presentation mode.,Various
245,OpenDocument Presentation,.odp,Presentation,Cross-platform,Binary,No,Low,OpenDocument presentation. Open standard format used by LibreOffice Impress.,Various
246,Keynote Presentation,.key,Presentation,macOS,Binary,No,Low,Apple Keynote presentation. Native format for macOS Keynote application.,Various
247,C Source Code,.c,Programming,Cross-platform,Text,Yes,Low,C programming language source file. Contains C code.,Various
248,C Header,.h,Programming,Cross-platform,Text,Yes,Low,C/C++ header file. Contains function declarations and macro definitions.,Various
249,C++ Source,.cpp,Programming,Cross-platform,Text,Yes,Low,C++ source file. Contains C++ object-oriented code.,Various
250,C++ Header,.hpp,Programming,Cross-platform,Text,Yes,Low,C++ header file. Contains C++ class declarations and templates.,Various
251,C++ Header,.hxx,Programming,Cross-platform,Text,Yes,Low,C++ header alternate. Alternative extension for C++ headers.,Various
252,C++ Implementation,.cxx,Programming,Cross-platform,Text,Yes,Low,C++ implementation. Alternative extension for C++ source files.,Various
253,Objective-C,.m,Programming,macOS/iOS,Text,Yes,Low,Objective-C source. Apple's object-oriented C extension for macOS/iOS.,Various
254,Objective-C Header,.mm,Programming,macOS/iOS,Text,Yes,Low,Objective-C++ source. Combines Objective-C with C++ features.,Various
255,Java Source,.java,Programming,Cross-platform,Text,Yes,Low,Java source code. Contains Java class definitions.,Various
256,Java Class,.class,Programming,Cross-platform,Binary,No,Low,Java bytecode. Compiled Java code for JVM execution.,Various
257,Java Archive,.jar,Programming,Cross-platform,Binary,No,Low,Java Archive. ZIP archive containing Java classes and resources.,Various
258,Java Web Archive,.war,Programming,Cross-platform,Binary,No,Low,Web Application Archive. Package for Java web applications.,Various
259,Enterprise Archive,.ear,Programming,Cross-platform,Binary,No,Low,Enterprise Application Archive. Package for Java EE applications.,Various
260,Python Source,.py,Programming,Cross-platform,Text,Yes,Low,Python source code. Contains Python programming code.,Various
261,Python Compiled,.pyc,Programming,Cross-platform,Binary,No,Low,Python bytecode. Compiled Python code for faster loading.,Various
262,Python Optimized,.pyo,Programming,Cross-platform,Binary,No,Low,Optimized Python bytecode. Python code compiled with optimizations.,Various
263,Python Wheel,.whl,Programming,Cross-platform,Binary,No,Low,Python Wheel package. Built distribution format for Python packages.,Various
264,Python Egg,.egg,Programming,Cross-platform,Binary,No,Low,Python Egg. Legacy Python package distribution format.,Various
265,Cython Source,.pyx,Programming,Cross-platform,Text,Yes,Low,Cython source file. Python-like language that compiles to C.,Various
266,Ruby Source,.rb,Programming,Cross-platform,Text,Yes,Low,Ruby source code. Contains Ruby programming code.,Various
267,Ruby Gem,.gem,Programming,Cross-platform,Binary,No,Low,RubyGems package. Distribution format for Ruby libraries.,Various
268,Perl Script,.pl,Programming,Cross-platform,Text,Yes,Low,Perl script. Contains Perl programming code.,Various
269,Perl Module,.pm,Programming,Cross-platform,Text,Yes,Low,Perl module. Reusable Perl code library.,Various
270,PHP Script,.php,Programming,Cross-platform,Text,Yes,Low,PHP script. Server-side scripting language for web development.,Various
271,PHP Include,.inc,Programming,Cross-platform,Text,Yes,Low,PHP include file. PHP code meant to be included in other scripts.,Various
272,Go Source,.go,Programming,Cross-platform,Text,Yes,Low,Go source code. Contains Go programming language code.,Various
273,Rust Source,.rs,Programming,Cross-platform,Text,Yes,Low,Rust source code. Contains Rust systems programming code.,Various
274,Swift Source,.swift,Programming,macOS/iOS,Text,Yes,Low,Swift source code. Apple's modern programming language for iOS/macOS.,Various
275,Kotlin Source,.kt,Programming,Cross-platform,Text,Yes,Low,Kotlin source code. Modern JVM language compatible with Java.,Various
276,Scala Source,.scala,Programming,Cross-platform,Text,Yes,Low,Scala source code. Functional and object-oriented JVM language.,Various
277,R Script,.r,Programming,Cross-platform,Text,Yes,Low,R script. Statistical computing and graphics language.,Various
278,R Data,.rdata,Data,Cross-platform,Binary,No,Low,R data file. Saved R workspace with variables and objects.,Various
279,MATLAB Script,.m,Programming,Cross-platform,Text,Yes,Low,MATLAB script. Contains MATLAB numerical computing code.,Various
280,MATLAB Figure,.fig,Data,Cross-platform,Binary,No,Low,MATLAB figure. Saved MATLAB plot or visualization.,Various
281,Mathematica Notebook,.nb,Programming,Cross-platform,Text,Yes,Low,Mathematica notebook. Interactive computational document.,Various
282,Julia Source,.jl,Programming,Cross-platform,Text,Yes,Low,Julia source code. High-performance numerical computing language.,Various
283,Haskell Source,.hs,Programming,Cross-platform,Text,Yes,Low,Haskell source code. Purely functional programming language.,Various
284,Erlang Source,.erl,Programming,Cross-platform,Text,Yes,Low,Erlang source code. Concurrent functional programming language.,Various
285,Elixir Source,.ex,Programming,Cross-platform,Text,Yes,Low,Elixir source code. Functional language running on Erlang VM.,Various
286,Clojure Source,.clj,Programming,Cross-platform,Text,Yes,Low,Clojure source code. Lisp dialect for JVM.,Various
287,Scheme Source,.scm,Programming,Cross-platform,Text,Yes,Low,Scheme source code. Lisp dialect with minimalist design.,Various
288,Common Lisp,.lisp,Programming,Cross-platform,Text,Yes,Low,Common Lisp source. Standardized Lisp dialect.,Various
289,F# Source,.fs,Programming,Cross-platform,Text,Yes,Low,F# source code. Functional-first language for .NET.,Various
290,Visual Basic,.vb,Programming,Windows,Text,Yes,Low,Visual Basic source. .NET programming language.,Various
291,C# Source,.cs,Programming,Cross-platform,Text,Yes,Low,C# source code. Object-oriented language for .NET platform.,Various
292,.NET Assembly,.dll,Programming,Cross-platform,Binary,No,Medium,.NET dynamic link library. Compiled .NET code library.,Various
293,.NET Executable,.exe,Programming,Windows,Binary,No,Low,.NET executable. Compiled .NET application.,Various
294,TypeScript,.ts,Programming,Cross-platform,Text,Yes,Low,TypeScript source. Typed superset of JavaScript that compiles to JS.,Various
295,TypeScript Definition,.d.ts,Programming,Cross-platform,Text,Yes,Low,TypeScript type definitions. Describes types for JavaScript libraries.,Various
296,JavaScript,.js,Programming,Cross-platform,Text,Yes,Low,JavaScript source. Client and server-side scripting language.,Various
297,JavaScript Module,.mjs,Programming,Cross-platform,Text,Yes,Low,JavaScript ES module. JavaScript with explicit module syntax.,Various
298,CoffeeScript,.coffee,Programming,Cross-platform,Text,Yes,Low,CoffeeScript source. Language that compiles to JavaScript with cleaner syntax.,Various
299,Dart Source,.dart,Programming,Cross-platform,Text,Yes,Low,Dart source code. Language for Flutter and web development.,Various
300,HTML Document,.html,Web,Cross-platform,Text,Yes,Low,HTML document. Markup language for web pages.,Various
301,HTML5 Document,.htm,Web,Cross-platform,Text,Yes,Low,HTML document alternate. Alternative extension for HTML files.,Various
302,XHTML Document,.xhtml,Web,Cross-platform,Text,Yes,Low,XHTML document. XML-compliant HTML variant.,Various
303,Cascading Style Sheet,.css,Web,Cross-platform,Text,Yes,Low,CSS stylesheet. Defines styling and layout for HTML documents.,Various
304,Sass Stylesheet,.sass,Web,Cross-platform,Text,Yes,Low,Sass stylesheet. CSS preprocessor with indented syntax.,Various
305,SCSS Stylesheet,.scss,Web,Cross-platform,Text,Yes,Low,SCSS stylesheet. CSS preprocessor with CSS-like syntax.,Various
306,Less Stylesheet,.less,Web,Cross-platform,Text,Yes,Low,Less stylesheet. Dynamic CSS preprocessor.,Various
307,Stylus Stylesheet,.styl,Web,Cross-platform,Text,Yes,Low,Stylus stylesheet. Expressive CSS preprocessor.,Various
308,XML Document,.xml,Data,Cross-platform,Text,Yes,Low,XML document. Extensible markup language for structured data.,Various
309,XML Schema,.xsd,Data,Cross-platform,Text,Yes,Low,XML Schema Definition. Defines structure and data types for XML documents.,Various
310,XSL Stylesheet,.xsl,Data,Cross-platform,Text,Yes,Low,XSL stylesheet. Transforms XML documents into other formats.,Various
311,XSLT Transformation,.xslt,Data,Cross-platform,Text,Yes,Low,XSLT transformation. Advanced XML transformation language.,Various
312,DTD Definition,.dtd,Data,Cross-platform,Text,Yes,Low,Document Type Definition. Defines structure of XML or SGML documents.,Various
313,JSON Data,.json,Data,Cross-platform,Text,Yes,Low,JSON data file. Lightweight data interchange format using JavaScript syntax.,Various
314,JSON Lines,.jsonl,Data,Cross-platform,Text,Yes,Low,JSON Lines format. Newline-delimited JSON for streaming data.,Various
315,JSON Schema,.schema,Data,Cross-platform,Text,Yes,Low,JSON Schema. Vocabulary for validating JSON documents.,Various
316,YAML Data,.yaml,Data,Cross-platform,Text,Yes,Low,YAML data file. Human-readable data serialization format.,Various
317,YAML Alternate,.yml,Data,Cross-platform,Text,Yes,Low,YAML alternate extension. Same as YAML with shorter extension.,Various
318,TOML Config,.toml,Configuration,Cross-platform,Text,Yes,Low,TOML configuration. Minimal configuration file format that's easy to read.,Various
319,INI Configuration,.ini,Configuration,Cross-platform,Text,Yes,Low,INI configuration file. Simple key-value configuration format.,Various
320,Properties File,.properties,Configuration,Cross-platform,Text,Yes,Low,Java properties. Key-value configuration format used by Java applications.,Various
321,Environment File,.env,Configuration,Cross-platform,Text,Yes,Medium,Environment variables. Contains environment variable definitions.,Various
322,EditorConfig,.editorconfig,Configuration,Cross-platform,Text,Yes,Low,EditorConfig file. Defines coding styles for editors and IDEs.,Various
323,Makefile,Makefile,Build,Cross-platform,Text,Yes,Low,GNU Make build file. Contains build instructions and dependencies.,Various
324,CMake Script,.cmake,Build,Cross-platform,Text,Yes,Low,CMake script. Cross-platform build system configuration.,Various
325,CMakeLists,CMakeLists.txt,Build,Cross-platform,Text,Yes,Low,CMake project file. Main CMake configuration file.,Various
326,Ninja Build,.ninja,Build,Cross-platform,Text,No,Low,Ninja build file. Fast build system focusing on speed.,Various
327,Gradle Build,.gradle,Build,Cross-platform,Text,Yes,Low,Gradle build script. Build automation for Java projects.,Various
328,Maven POM,.pom,Build,Cross-platform,Text,Yes,Low,Maven Project Object Model. XML configuration for Maven builds.,Various
329,Ant Build,.xml,Build,Cross-platform,Text,Yes,Low,Apache Ant build file. Java-based build tool configuration.,Various
330,NPM Package,.json,Configuration,Cross-platform,Text,Yes,Low,NPM package.json. Node.js project metadata and dependencies.,Various
331,Yarn Lock,.lock,Configuration,Cross-platform,Text,No,Low,Yarn lock file. Locked dependency versions for reproducible builds.,Various
332,Composer JSON,.json,Configuration,Cross-platform,Text,Yes,Low,Composer configuration. PHP dependency manager configuration.,Various
333,Gemfile,Gemfile,Configuration,Cross-platform,Text,Yes,Low,Ruby Gemfile. Ruby dependency specification.,Various
334,Requirements,.txt,Configuration,Cross-platform,Text,Yes,Low,Python requirements. List of Python package dependencies.,Various
335,Pipfile,Pipfile,Configuration,Cross-platform,Text,Yes,Low,Pipenv configuration. Python dependency and virtual environment manager.,Various
336,Poetry Lock,.lock,Configuration,Cross-platform,Text,No,Low,Poetry lock file. Python dependency lock for reproducible installs.,Various
337,Cargo TOML,.toml,Configuration,Cross-platform,Text,Yes,Low,Cargo manifest. Rust package manager configuration.,Various
338,Go Module,.mod,Configuration,Cross-platform,Text,Yes,Low,Go module file. Go dependency management configuration.,Various
339,Git Ignore,.gitignore,Version Control,Cross-platform,Text,Yes,Low,Git ignore patterns. Specifies files to ignore in version control.,Various
340,Git Attributes,.gitattributes,Version Control,Cross-platform,Text,Yes,Low,Git attributes. Defines attributes for paths in repository.,Various
341,Git Config,.gitconfig,Version Control,Cross-platform,Text,Yes,Low,Git configuration. User and repository Git settings.,Various
342,Git Keep,.gitkeep,Version Control,Cross-platform,Text,Yes,Low,Git keep file. Placeholder to keep empty directories in Git.,Various
343,Mercurial Ignore,.hgignore,Version Control,Cross-platform,Text,Yes,Low,Mercurial ignore patterns. Files to ignore in Mercurial VCS.,Various
344,SVN Ignore,.svnignore,Version Control,Cross-platform,Text,Yes,Low,Subversion ignore. Patterns for SVN to ignore.,Various
345,Docker File,Dockerfile,Container,Cross-platform,Text,Yes,Low,Dockerfile. Instructions for building Docker container images.,Various
346,Docker Compose,.yml,Container,Cross-platform,Text,Yes,Low,Docker Compose file. Multi-container Docker application definition.,Various
347,Docker Ignore,.dockerignore,Container,Cross-platform,Text,Yes,Low,Docker ignore patterns. Files to exclude from Docker build context.,Various
348,Kubernetes YAML,.yaml,Container,Cross-platform,Text,Yes,Low,Kubernetes manifest. Defines Kubernetes resources and deployments.,Various
349,Helm Chart,.yaml,Container,Cross-platform,Text,Yes,Low,Helm chart template. Kubernetes package manager templates.,Various
350,Vagrant File,Vagrantfile,Virtualization,Cross-platform,Text,Yes,Low,Vagrant configuration. Defines virtual machine setup and provisioning.,Various
351,Terraform,.tf,Infrastructure,Cross-platform,Text,Yes,Low,Terraform configuration. Infrastructure as code definition.,Various
352,Terraform Variables,.tfvars,Infrastructure,Cross-platform,Text,Yes,Low,Terraform variables. Input values for Terraform configurations.,Various
353,Ansible Playbook,.yml,Infrastructure,Cross-platform,Text,Yes,Low,Ansible playbook. Automation scripts for configuration management.,Various
354,Chef Recipe,.rb,Infrastructure,Cross-platform,Text,Yes,Low,Chef recipe. Ruby-based infrastructure automation scripts.,Various
355,Puppet Manifest,.pp,Infrastructure,Cross-platform,Text,Yes,Low,Puppet manifest. Declarative configuration management code.,Various
356,CloudFormation,.json,Infrastructure,Cross-platform,Text,Yes,Low,AWS CloudFormation template. Defines AWS infrastructure as code.,Various
357,ARM Template,.json,Infrastructure,Cross-platform,Text,Yes,Low,Azure Resource Manager template. Azure infrastructure as code.,Various
358,SQL Script,.sql,Database,Cross-platform,Text,Yes,Low,SQL script. Contains SQL database queries and commands.,Various
359,PL/SQL,.pls,Database,Cross-platform,Text,Yes,Low,PL/SQL script. Oracle's procedural SQL extension.,Various
360,T-SQL,.tsql,Database,Cross-platform,Text,Yes,Low,Transact-SQL. Microsoft SQL Server's SQL extension.,Various
361,MySQL Dump,.sql,Database,Cross-platform,Text,Yes,Low,MySQL database dump. SQL statements to recreate database.,Various
362,SQLite Database,.sqlite,Database,Cross-platform,Binary,No,Medium,SQLite database file. Self-contained SQL database file.,Various
363,SQLite3 Database,.sqlite3,Database,Cross-platform,Binary,No,Medium,SQLite3 database. Version 3 format of SQLite database.,Various
364,Database,.db,Database,Cross-platform,Binary,No,Medium,Generic database file. Various database formats use this extension.,Various
365,Microsoft Access,.mdb,Database,Windows,Binary,No,Low,Access database. Legacy Microsoft Access database format.,Various
366,Access 2007+,.accdb,Database,Windows,Binary,No,Low,Modern Access database. Microsoft Access 2007+ format.,Various
367,dBASE,.dbf,Database,Cross-platform,Binary,No,Low,dBASE database. Legacy database format still used in GIS.,Various
368,FileMaker,.fmp12,Database,Cross-platform,Binary,No,Low,FileMaker database. Cross-platform database application.,Various
369,MongoDB BSON,.bson,Database,Cross-platform,Binary,No,Low,BSON format. Binary JSON format used by MongoDB.,Various
370,Protocol Buffers,.proto,Data,Cross-platform,Text,Yes,Low,Protocol Buffers definition. Google's language-neutral data serialization.,Various
371,Apache Avro,.avro,Data,Cross-platform,Binary,No,Low,Avro data file. Row-oriented remote procedure call and data serialization.,Various
372,Apache Parquet,.parquet,Data,Cross-platform,Binary,No,Low,Parquet file. Columnar storage format for big data processing.,Various
373,ORC File,.orc,Data,Cross-platform,Binary,No,Low,Optimized Row Columnar. High-performance columnar storage format.,Various
374,MessagePack,.msgpack,Data,Cross-platform,Binary,No,Low,MessagePack. Efficient binary serialization format.,Various
375,CBOR,.cbor,Data,Cross-platform,Binary,No,Low,Concise Binary Object Representation. Compact binary data format.,Various
376,GraphQL Schema,.graphql,Data,Cross-platform,Text,Yes,Low,GraphQL schema. API query language schema definition.,Various
377,OpenAPI Spec,.yaml,API,Cross-platform,Text,Yes,Low,OpenAPI specification. REST API documentation standard.,Various
378,Swagger,.json,API,Cross-platform,Text,Yes,Low,Swagger definition. API documentation and specification.,Various
379,WSDL,.wsdl,API,Cross-platform,Text,Yes,Low,Web Services Description Language. XML description of web service.,Various
380,SOAP,.xml,API,Cross-platform,Text,Yes,Low,SOAP message. XML-based messaging protocol for web services.,Various
381,Assembly,.asm,Programming,Cross-platform,Text,Yes,Low,Assembly language. Low-level CPU-specific programming language.,Various
382,Assembly,.s,Programming,Cross-platform,Text,Yes,Low,Assembly source. Alternative extension for assembly language.,Various
383,NASM Assembly,.nasm,Programming,Cross-platform,Text,Yes,Low,NASM assembly. Netwide Assembler format.,Various
384,Object File,.o,Programming,Cross-platform,Binary,No,Low,Object file. Compiled but not linked machine code.,Various
385,Object File,.obj,Programming,Windows,Binary,No,Low,Object file Windows. Compiled object code for Windows.,Various
386,Archive,.a,Programming,Cross-platform,Binary,No,Low,Static library archive. Contains compiled object files.,Various
387,Windows Library,.lib,Programming,Windows,Binary,No,Low,Import library. Contains linking information for DLLs.,Various
388,Linux Shared Object,.so,Programming,Linux,Binary,No,Medium,"Shared object. Linux shared library, similar to DLL.",Various
389,macOS Dynamic Library,.dylib,Programming,macOS,Binary,No,Medium,Dynamic library. macOS shared library format.,Various
390,WebAssembly,.wasm,Programming,Cross-platform,Binary,No,Low,WebAssembly binary. Compiled binary format for web browsers.,Various
391,WebAssembly Text,.wat,Programming,Cross-platform,Text,Yes,Low,WebAssembly Text. Human-readable WebAssembly format.,Various
392,LLVM Bitcode,.bc,Programming,Cross-platform,Binary,No,Low,LLVM bitcode. Intermediate representation for LLVM compiler.,Various
393,LLVM IR,.ll,Programming,Cross-platform,Text,Yes,Low,LLVM IR assembly. Human-readable LLVM intermediate representation.,Various
394,Shader,.glsl,Programming,Cross-platform,Text,Yes,Low,GLSL shader. OpenGL Shading Language for graphics programming.,Various
395,Vertex Shader,.vert,Programming,Cross-platform,Text,Yes,Low,Vertex shader. Processes vertex data in graphics pipeline.,Various
396,Fragment Shader,.frag,Programming,Cross-platform,Text,Yes,Low,Fragment shader. Processes pixel colors in graphics pipeline.,Various
397,HLSL Shader,.hlsl,Programming,Windows,Text,Yes,Low,HLSL shader. High-Level Shading Language for DirectX.,Various
398,Metal Shader,.metal,Programming,macOS/iOS,Text,Yes,Low,Metal shader. Apple's shading language for GPU programming.,Various
399,SPIR-V,.spv,Programming,Cross-platform,Binary,No,Low,SPIR-V binary. Standard intermediate representation for GPU shaders.,Various
400,Jupyter Notebook,.ipynb,Programming,Cross-platform,Text,Yes,Low,Jupyter notebook. Interactive computational document with code and output.,Various
401,R Markdown,.rmd,Programming,Cross-platform,Text,Yes,Low,R Markdown. Combines R code with Markdown for reproducible research.,Various
402,Quarto Document,.qmd,Programming,Cross-platform,Text,Yes,Low,Quarto document. Scientific and technical publishing system.,Various
403,Literate Haskell,.lhs,Programming,Cross-platform,Text,Yes,Low,Literate Haskell. Haskell code with documentation in single file.,Various
404,Noweb,.nw,Programming,Cross-platform,Text,Yes,Low,Noweb literate programming. Language-independent literate programming.,Various
405,Sweave,.rnw,Programming,Cross-platform,Text,Yes,Low,Sweave document. Embeds R code in LaTeX documents.,Various
406,ZIP Archive,.zip,Archive,Cross-platform,Binary,No,Low,ZIP archive. Compressed archive supporting multiple files with folder structure.,Various
407,7-Zip Archive,.7z,Archive,Cross-platform,Binary,No,Low,7-Zip archive. High compression ratio archive format.,Various
408,RAR Archive,.rar,Archive,Cross-platform,Binary,No,Low,RAR archive. Proprietary compressed archive format.,Various
409,TAR Archive,.tar,Archive,Cross-platform,Binary,No,Low,Tape archive. Uncompressed archive bundling multiple files.,Various
410,GZip Compressed,.gz,Archive,Cross-platform,Binary,No,Low,"GZip compressed file. GNU zip compression, often combined with TAR.",Various
411,BZip2 Compressed,.bz2,Archive,Cross-platform,Binary,No,Low,"BZip2 compressed. Higher compression than GZip, slower speed.",Various
412,XZ Compressed,.xz,Archive,Cross-platform,Binary,No,Low,XZ compressed. High compression using LZMA algorithm.,Various
413,LZMA Compressed,.lzma,Archive,Cross-platform,Binary,No,Low,LZMA compressed. Lempel-Ziv-Markov chain algorithm compression.,Various
414,LZ4 Compressed,.lz4,Archive,Cross-platform,Binary,No,Low,LZ4 compressed. Extremely fast compression algorithm.,Various
415,Zstandard,.zst,Archive,Cross-platform,Binary,No,Low,Zstandard compressed. Fast compression with good ratios.,Various
416,TAR GZip,.tar.gz,Archive,Cross-platform,Binary,No,Low,TAR GZip archive. Combined TAR archive with GZip compression.,Various
417,TAR BZip2,.tar.bz2,Archive,Cross-platform,Binary,No,Low,TAR BZip2 archive. Combined TAR archive with BZip2 compression.,Various
418,TAR XZ,.tar.xz,Archive,Cross-platform,Binary,No,Low,TAR XZ archive. Combined TAR archive with XZ compression.,Various
419,Compress,.z,Archive,Unix,Binary,No,Low,Unix compress. Legacy Unix compression format.,Various
420,StuffIt Archive,.sit,Archive,macOS,Binary,No,Low,StuffIt archive. Legacy macOS compression format.,Various
421,ARJ Archive,.arj,Archive,Cross-platform,Binary,No,Low,ARJ archive. Legacy DOS compression format.,Various
422,LHarc Archive,.lzh,Archive,Cross-platform,Binary,No,Low,LHA archive. Japanese compression format popular in 1990s.,Various
423,ACE Archive,.ace,Archive,Cross-platform,Binary,No,Low,ACE archive. High compression ratio proprietary format.,Various
424,ARC Archive,.arc,Archive,Cross-platform,Binary,No,Low,ARC archive. Legacy compression format from 1980s.,Various
425,Bitmap Image,.bmp,Image,Cross-platform,Binary,No,Low,Bitmap image. Uncompressed raster graphics format.,Various
426,JPEG Image,.jpg,Image,Cross-platform,Binary,No,Low,JPEG image. Lossy compressed image format for photographs.,Various
427,JPEG Alternate,.jpeg,Image,Cross-platform,Binary,No,Low,JPEG alternate extension. Same as JPG format.,Various
428,PNG Image,.png,Image,Cross-platform,Binary,No,Low,PNG image. Lossless compressed raster graphics with transparency.,Various
429,GIF Image,.gif,Image,Cross-platform,Binary,No,Low,GIF image. Supports animation and limited 256-color palette.,Various
430,WebP Image,.webp,Image,Cross-platform,Binary,No,Low,WebP image. Modern format with superior compression and quality.,Various
431,TIFF Image,.tiff,Image,Cross-platform,Binary,No,Low,"TIFF image. Flexible format for high-quality images, used in publishing.",Various
432,TIFF Alternate,.tif,Image,Cross-platform,Binary,No,Low,TIFF alternate extension. Same as TIFF format.,Various
433,SVG Image,.svg,Image,Cross-platform,Text,Yes,Low,SVG image. Scalable vector graphics in XML format.,Various
434,SVGZ Compressed,.svgz,Image,Cross-platform,Binary,No,Low,Compressed SVG. GZip-compressed SVG for smaller file size.,Various
435,RAW Image,.raw,Image,Cross-platform,Binary,No,Low,RAW image. Unprocessed image data from camera sensor.,Various
436,Canon RAW,.cr2,Image,Cross-platform,Binary,No,Low,Canon RAW format. Canon camera's proprietary RAW format.,Various
437,Canon RAW 3,.cr3,Image,Cross-platform,Binary,No,Low,Canon RAW 3. Newer Canon RAW format.,Various
438,Nikon RAW,.nef,Image,Cross-platform,Binary,No,Low,Nikon RAW format. Nikon camera's proprietary RAW format.,Various
439,Sony RAW,.arw,Image,Cross-platform,Binary,No,Low,Sony RAW format. Sony camera's proprietary RAW format.,Various
440,Adobe DNG,.dng,Image,Cross-platform,Binary,No,Low,Digital Negative. Adobe's open RAW image format.,Various
441,Photoshop,.psd,Image,Cross-platform,Binary,No,Low,Photoshop document. Adobe Photoshop layered image format.,Various
442,Photoshop Big,.psb,Image,Cross-platform,Binary,No,Low,"Large Photoshop document. For images larger than 30,000 pixels.",Various
443,GIMP Image,.xcf,Image,Cross-platform,Binary,No,Low,GIMP native format. Preserves layers and editing information.,Various
444,Krita Image,.kra,Image,Cross-platform,Binary,No,Low,Krita document. Digital painting application native format.,Various
445,Paint.NET,.pdn,Image,Windows,Binary,No,Low,Paint.NET image. Windows image editor native format with layers.,Various
446,Windows Icon,.ico,Image,Windows,Binary,No,Low,Windows icon. Contains multiple resolution icons for Windows.,Various
447,Cursor,.cur,Image,Windows,Binary,No,Low,Windows cursor. Mouse pointer image file.,Various
448,Apple Icon,.icns,Image,macOS,Binary,No,Low,Apple icon format. Contains multiple resolution icons for macOS.,Various
449,JPEG 2000,.jp2,Image,Cross-platform,Binary,No,Low,JPEG 2000. Advanced image compression with better quality.,Various
450,HEIF Image,.heif,Image,Cross-platform,Binary,No,Low,High Efficiency Image Format. Modern efficient image format.,Various
451,HEIC Image,.heic,Image,Cross-platform,Binary,No,Low,HEIC image. Apple's implementation of HEIF format.,Various
452,AVIF Image,.avif,Image,Cross-platform,Binary,No,Low,AV1 Image Format. Very efficient modern image format.,Various
453,JXL Image,.jxl,Image,Cross-platform,Binary,No,Low,JPEG XL. Next-generation image format with excellent compression.,Various
